;;preco;qtidade
PERNAMBUCO;December 2014;7,0;16,9
PERNAMBUCO;January 2015;5,0;17,4
PERNAMBUCO;March 2015;7,0;16,8
PERNAMBUCO;April 2015;9,0;16,7
PERNAMBUCO;May 2015;7,0;17,1
PERNAMBUCO;June 2015;7,0;16,9
PERNAMBUCO;July 2015;8,0;16,7
PERNAMBUCO;August 2015;5,0;17,6
PERNAMBUCO;September 2015;9,0;16,7
PERNAMBUCO;October 2015;8,0;16,9
PERNAMBUCO;November 2015;8,0;16,9
PERNAMBUCO;December 2015;5,0;17,4
PERNAMBUCO;January 2016;8,0;16,6
PERNAMBUCO;February 2016;6,0;17,1
PERNAMBUCO;March 2016;5,0;17,3
PERNAMBUCO;April 2016;5,0;17,3
PERNAMBUCO;June 2016;8,0;16,6
PERNAMBUCO;September 2016;9,0;16,6
PERNAMBUCO;November 2016;7,0;16,9
PERNAMBUCO;December 2016;6,0;17,0
PERNAMBUCO;January 2017;5,0;17,5
PERNAMBUCO;March 2017;8,0;16,6
PERNAMBUCO;May 2017;9,0;16,7
PERNAMBUCO;June 2017;9,0;16,7
PERNAMBUCO;July 2017;10,0;16,6
PERNAMBUCO;September 2017;6,0;17,2
PERNAMBUCO;October 2017;6,0;17,3
PERNAMBUCO;November 2017;9,0;16,7
PERNAMBUCO;January 2018;9,0;16,6
PERNAMBUCO;March 2018;9,0;16,6
PERNAMBUCO;April 2018;5,0;17,4
PERNAMBUCO;May 2018;5,0;17,5
PERNAMBUCO;September 2018;9,0;16,7
PERNAMBUCO;October 2018;6,0;17,3
PERNAMBUCO;November 2018;7,0;17,0
PIAUÍ;January 2013;6,0;17,0
PIAUÍ;September 2014;6,0;17,3
PIAUÍ;November 2014;7,0;17,0
PIAUÍ;January 2015;7,0;17,0
PIAUÍ;March 2015;10,0;16,5
PIAUÍ;April 2015;6,0;17,3
PIAUÍ;May 2015;8,0;16,9
PIAUÍ;September 2015;7,0;16,9
PIAUÍ;October 2015;5,0;17,4
PIAUÍ;May 2016;6,0;17,1
PIAUÍ;July 2016;9,0;16,6
PIAUÍ;December 2016;7,0;17,0
PIAUÍ;January 2017;8,0;16,8
PIAUÍ;August 2017;8,0;16,7
PIAUÍ;September 2017;7,0;17,0
PIAUÍ;November 2017;10,0;16,6
RIO GRANDE NOR;February 2010;9,0;16,7
RIO GRANDE NOR;July 2010;8,0;16,6
RIO GRANDE NOR;January 2014;6,0;17,3
RIO GRANDE NOR;March 2014;8,0;16,8
RIO GRANDE NOR;August 2014;5,0;17,6
RIO GRANDE NOR;September 2014;9,0;16,4
RIO GRANDE NOR;October 2014;5,0;17,6
RIO GRANDE NOR;November 2014;6,0;17,4
RIO GRANDE NOR;December 2014;5,0;17,6
RIO GRANDE NOR;January 2015;8,0;16,9
RIO GRANDE NOR;March 2015;8,0;16,8
RIO GRANDE NOR;April 2015;5,0;17,3
RIO GRANDE NOR;May 2015;8,0;16,6
RIO GRANDE NOR;June 2015;5,0;17,5
RIO GRANDE NOR;July 2015;8,0;16,9
RIO GRANDE NOR;August 2015;6,0;17,2
RIO GRANDE NOR;November 2015;10,0;16,4
RIO GRANDE NOR;December 2015;5,0;17,4
RIO GRANDE NOR;February 2016;7,0;16,9
RIO GRANDE NOR;April 2016;8,0;16,9
RIO GRANDE NOR;June 2016;8,0;16,6
RIO GRANDE NOR;October 2016;5,0;17,4
RIO GRANDE NOR;December 2016;5,0;17,3
RIO GRANDE NOR;March 2017;6,0;17,1
RIO GRANDE NOR;June 2017;6,0;17,0
RIO GRANDE NOR;July 2017;7,0;17,0
RIO GRANDE NOR;September 2017;6,0;17,3
RIO GRANDE NOR;January 2018;7,0;16,9
RIO GRANDE NOR;March 2018;6,0;17,3
RIO GRANDE NOR;May 2018;9,0;16,6
RIO GRANDE NOR;June 2018;6,0;17,3
RIO GRANDE NOR;September 2018;5,0;17,5
RIO GRANDE NOR;February 2019;8,0;16,9
RIO GRANDE SUL ;December 2009;6,0;17,3
RIO GRANDE SUL ;January 2010;5,0;17,4
RIO GRANDE SUL ;February 2010;9,0;16,8
RIO GRANDE SUL ;March 2010;9,0;16,6
RIO GRANDE SUL ;April 2010;7,0;16,8
RIO GRANDE SUL ;May 2010;9,0;16,5
RIO GRANDE SUL ;June 2010;8,0;16,9
RIO GRANDE SUL ;July 2010;7,0;16,9
RIO GRANDE SUL ;August 2010;6,0;17,3
RIO GRANDE SUL ;September 2010;6,0;17,1
RIO GRANDE SUL ;October 2010;7,0;17,1
RIO GRANDE SUL ;November 2010;6,0;17,3
RIO GRANDE SUL ;December 2010;8,0;16,6
RIO GRANDE SUL ;January 2011;9,0;16,4
RIO GRANDE SUL ;February 2011;10,0;16,3
RIO GRANDE SUL ;March 2011;8,0;16,7
RIO GRANDE SUL ;April 2011;8,0;16,8
RIO GRANDE SUL ;May 2011;7,0;16,9
RIO GRANDE SUL ;June 2011;7,0;17,1
RIO GRANDE SUL ;July 2011;9,0;16,6
RIO GRANDE SUL ;August 2011;6,0;17,3
RIO GRANDE SUL ;September 2011;5,0;17,3
RIO GRANDE SUL ;October 2011;7,0;17,0
RIO GRANDE SUL ;November 2011;10,0;16,4
RIO GRANDE SUL ;December 2011;8,0;16,8
RIO GRANDE SUL ;January 2012;5,0;17,4
RIO GRANDE SUL ;May 2012;10,0;16,4
RIO GRANDE SUL ;July 2012;8,0;16,8
RIO GRANDE SUL ;September 2012;9,0;16,7
RIO GRANDE SUL ;November 2012;5,0;17,5
RIO GRANDE SUL ;June 2013;5,0;17,4
RIO GRANDE SUL ;July 2013;9,0;16,7
RIO GRANDE SUL ;September 2013;6,0;17,1
RIO GRANDE SUL ;October 2013;5,0;17,3
RIO GRANDE SUL ;November 2013;7,0;16,9
RIO GRANDE SUL ;December 2013;9,0;16,6
RIO GRANDE SUL ;January 2014;9,0;16,7
RIO GRANDE SUL ;February 2014;7,0;16,8
RIO GRANDE SUL ;March 2014;7,0;17,0
RIO GRANDE SUL ;April 2014;5,0;17,6
RIO GRANDE SUL ;May 2014;7,0;17,1
RIO GRANDE SUL ;June 2014;7,0;17,1
RIO GRANDE SUL ;July 2014;5,0;17,4
RIO GRANDE SUL ;August 2014;9,0;16,4
RIO GRANDE SUL ;September 2014;9,0;16,8
RIO GRANDE SUL ;October 2014;6,0;17,2
RIO GRANDE SUL ;November 2014;7,0;17,1
RIO GRANDE SUL ;December 2014;7,0;17,1
RIO GRANDE SUL ;January 2015;10,0;16,4
RIO GRANDE SUL ;February 2015;10,0;16,3
RIO GRANDE SUL ;March 2015;9,0;16,4
RIO GRANDE SUL ;April 2015;8,0;16,9
RIO GRANDE SUL ;May 2015;5,0;17,4
RIO GRANDE SUL ;June 2015;9,0;16,5
RIO GRANDE SUL ;July 2015;7,0;16,8
RIO GRANDE SUL ;August 2015;6,0;17,2
RIO GRANDE SUL ;September 2015;6,0;17,3
RIO GRANDE SUL ;October 2015;6,0;17,1
RIO GRANDE SUL ;November 2015;9,0;16,7
RIO GRANDE SUL ;December 2015;9,0;16,6
RIO GRANDE SUL ;January 2016;5,0;17,5
RIO GRANDE SUL ;February 2016;6,0;17,2
RIO GRANDE SUL ;March 2016;6,0;17,2
RIO GRANDE SUL ;April 2016;8,0;16,6
RIO GRANDE SUL ;May 2016;8,0;16,8
RIO GRANDE SUL ;June 2016;6,0;17,3
RIO GRANDE SUL ;July 2016;5,0;17,4
RIO GRANDE SUL ;August 2016;10,0;16,6
RIO GRANDE SUL ;September 2016;9,0;16,5
RIO GRANDE SUL ;October 2016;9,0;16,7
RIO GRANDE SUL ;November 2016;6,0;17,3
RIO GRANDE SUL ;December 2016;8,0;16,9
RIO GRANDE SUL ;January 2017;5,0;17,5
RIO GRANDE SUL ;February 2017;8,0;16,6
RIO GRANDE SUL ;March 2017;8,0;16,7
RIO GRANDE SUL ;April 2017;8,0;16,7
RIO GRANDE SUL ;May 2017;8,0;16,8
RIO GRANDE SUL ;June 2017;6,0;17,3
RIO GRANDE SUL ;July 2017;6,0;17,2
RIO GRANDE SUL ;August 2017;6,0;17,2
RIO GRANDE SUL ;September 2017;6,0;17,1
RIO GRANDE SUL ;October 2017;10,0;16,6
RIO GRANDE SUL ;November 2017;5,0;17,3
RIO GRANDE SUL ;December 2017;9,0;16,7
RIO GRANDE SUL ;January 2018;5,0;17,6
RIO GRANDE SUL ;February 2018;5,0;17,6
RIO GRANDE SUL ;March 2018;9,0;16,7
RIO GRANDE SUL ;April 2018;10,0;16,4
RIO GRANDE SUL ;May 2018;10,0;16,3
RIO GRANDE SUL ;June 2018;8,0;16,7
RIO GRANDE SUL ;July 2018;5,0;17,5
RIO GRANDE SUL ;August 2018;7,0;17,0
RIO GRANDE SUL ;September 2018;8,0;16,8
RIO GRANDE SUL ;October 2018;8,0;16,9
RIO GRANDE SUL ;November 2018;7,0;16,8
RIO GRANDE SUL ;December 2018;8,0;16,8
RIO GRANDE SUL ;January 2019;8,0;16,7
RIO GRANDE SUL ;February 2019;6,0;17,0
RIO GRANDE SUL ;July 2019;5,0;17,6
RONDÔNIA;July 2017;5,0;17,6
RONDÔNIA;August 2018;7,0;16,8
RONDÔNIA;October 2018;7,0;16,9
RORAIMA;October 2014;5,0;17,4
RORAIMA;April 2015;9,0;16,6
SANTA CATARINA;December 2009;5,0;17,4
SANTA CATARINA;January 2010;9,0;16,6
SANTA CATARINA;February 2010;7,0;16,8
SANTA CATARINA;March 2010;9,0;16,7
SANTA CATARINA;April 2010;5,0;17,6
SANTA CATARINA;May 2010;8,0;16,8
SANTA CATARINA;June 2010;7,0;16,8
SANTA CATARINA;July 2010;6,0;17,3
SANTA CATARINA;August 2010;8,0;16,8
SANTA CATARINA;September 2010;7,0;16,9
SANTA CATARINA;October 2010;8,0;16,6
SANTA CATARINA;November 2010;8,0;16,6
SANTA CATARINA;December 2010;10,0;16,3
SANTA CATARINA;January 2011;5,0;17,4
SANTA CATARINA;February 2011;10,0;16,5
SANTA CATARINA;March 2011;6,0;17,1
SANTA CATARINA;April 2011;6,0;17,1
SANTA CATARINA;May 2011;10,0;16,3
SANTA CATARINA;June 2011;10,0;16,5
SANTA CATARINA;July 2011;8,0;16,8
SANTA CATARINA;August 2011;7,0;17,1
SANTA CATARINA;September 2011;10,0;16,5
SANTA CATARINA;October 2011;9,0;16,4
SANTA CATARINA;December 2011;6,0;17,2
SANTA CATARINA;January 2012;6,0;17,2
SANTA CATARINA;March 2012;5,0;17,6
SANTA CATARINA;April 2012;7,0;16,9
SANTA CATARINA;September 2012;6,0;17,3
SANTA CATARINA;October 2012;9,0;16,7
SANTA CATARINA;December 2012;10,0;16,6
SANTA CATARINA;January 2013;5,0;17,6
SANTA CATARINA;February 2013;6,0;17,1
SANTA CATARINA;July 2013;10,0;16,3
SANTA CATARINA;February 2014;9,0;16,7
SANTA CATARINA;March 2014;7,0;17,0
SANTA CATARINA;April 2014;5,0;17,6
SANTA CATARINA;May 2014;6,0;17,1
SANTA CATARINA;July 2014;8,0;16,9
SANTA CATARINA;August 2014;8,0;16,9
SANTA CATARINA;September 2014;9,0;16,7
SANTA CATARINA;October 2014;8,0;16,9
SANTA CATARINA;November 2014;5,0;17,3
SANTA CATARINA;December 2014;6,0;17,3
SANTA CATARINA;January 2015;5,0;17,6
SANTA CATARINA;February 2015;10,0;16,4
SANTA CATARINA;March 2015;7,0;17,1
SANTA CATARINA;April 2015;10,0;16,4
SANTA CATARINA;May 2015;7,0;17,1
SANTA CATARINA;June 2015;5,0;17,3
SANTA CATARINA;July 2015;6,0;17,1
SANTA CATARINA;September 2015;10,0;16,5
SANTA CATARINA;October 2015;7,0;16,9
SANTA CATARINA;November 2015;5,0;17,5
SANTA CATARINA;January 2016;9,0;16,7
SANTA CATARINA;February 2016;8,0;16,8
SANTA CATARINA;March 2016;9,0;16,5
SANTA CATARINA;April 2016;7,0;16,9
SANTA CATARINA;May 2016;5,0;17,6
SANTA CATARINA;June 2016;10,0;16,6
SANTA CATARINA;July 2016;7,0;16,9
SANTA CATARINA;August 2016;7,0;17,1
SANTA CATARINA;September 2016;9,0;16,7
SANTA CATARINA;October 2016;10,0;16,3
SANTA CATARINA;November 2016;5,0;17,4
SANTA CATARINA;December 2016;6,0;17,2
SANTA CATARINA;January 2017;6,0;17,1
SANTA CATARINA;February 2017;6,0;17,2
SANTA CATARINA;March 2017;7,0;17,0
SANTA CATARINA;April 2017;8,0;16,8
SANTA CATARINA;May 2017;6,0;17,2
SANTA CATARINA;June 2017;5,0;17,3
SANTA CATARINA;July 2017;5,0;17,3
SANTA CATARINA;August 2017;9,0;16,6
SANTA CATARINA;September 2017;8,0;16,9
SANTA CATARINA;October 2017;7,0;16,9
SANTA CATARINA;December 2017;6,0;17,3
SANTA CATARINA;January 2018;7,0;17,0
SANTA CATARINA;February 2018;8,0;16,9
SANTA CATARINA;March 2018;5,0;17,3
SANTA CATARINA;April 2018;8,0;16,9
SANTA CATARINA;May 2018;6,0;17,3
SANTA CATARINA;July 2018;9,0;16,5
SANTA CATARINA;September 2018;9,0;16,6
SANTA CATARINA;November 2018;6,0;17,3
SANTA CATARINA;December 2018;6,0;17,2
SANTA CATARINA;January 2019;10,0;16,6
SANTA CATARINA;February 2019;9,0;16,7
SERGIPE;January 2015;8,0;16,9
SERGIPE;April 2015;5,0;17,4
SERGIPE;December 2016;7,0;16,8
SERGIPE;January 2017;8,0;16,8
SERGIPE;June 2017;5,0;17,6
SERGIPE;October 2017;9,0;16,6
SERGIPE;January 2018;8,0;16,6
TOCANTINS;November 2015;6,0;17,3
TOCANTINS;July 2016;10,0;16,5
ACRE;May 2010;6,0;17,1
ACRE;June 2010;10,0;16,5
ACRE;October 2010;7,0;17,0
ACRE;January 2011;9,0;16,6
ACRE;May 2011;8,0;16,9
ACRE;January 2012;6,0;17,2
ACRE;August 2012;8,0;16,7
ACRE;May 2019;10,0;16,6
ALAGOAS;December 2009;9,0;16,5
ALAGOAS;January 2010;7,0;17,0
ALAGOAS;February 2010;7,0;16,9
ALAGOAS;March 2010;8,0;16,7
ALAGOAS;April 2010;7,0;16,9
ALAGOAS;May 2010;6,0;17,3
ALAGOAS;June 2010;8,0;16,6
ALAGOAS;July 2010;5,0;17,6
ALAGOAS;August 2010;8,0;16,6
ALAGOAS;September 2010;8,0;16,6
ALAGOAS;October 2010;6,0;17,3
ALAGOAS;November 2010;9,0;16,8
ALAGOAS;December 2010;7,0;17,0
ALAGOAS;January 2011;10,0;16,4
ALAGOAS;April 2011;8,0;16,6
ALAGOAS;May 2011;5,0;17,3
ALAGOAS;June 2011;7,0;16,9
ALAGOAS;July 2011;8,0;16,8
ALAGOAS;August 2011;6,0;17,2
ALAGOAS;September 2011;8,0;16,6
ALAGOAS;October 2011;10,0;16,4
ALAGOAS;November 2011;10,0;16,5
ALAGOAS;April 2012;7,0;17,0
ALAGOAS;June 2012;6,0;17,1
ALAGOAS;July 2012;8,0;16,8
ALAGOAS;August 2012;6,0;17,3
ALAGOAS;September 2012;7,0;16,8
ALAGOAS;October 2012;6,0;17,0
ALAGOAS;December 2012;8,0;16,6
ALAGOAS;March 2013;5,0;17,5
ALAGOAS;June 2013;8,0;16,8
ALAGOAS;December 2014;10,0;16,5
ALAGOAS;February 2015;8,0;16,8
ALAGOAS;March 2018;8,0;16,9
ALAGOAS;April 2018;7,0;17,1
ALAGOAS;May 2018;10,0;16,5
ALAGOAS;June 2018;9,0;16,6
ALAGOAS;July 2018;7,0;16,9
ALAGOAS;August 2018;8,0;16,8
ALAGOAS;September 2018;8,0;16,7
ALAGOAS;October 2018;8,0;16,8
ALAGOAS;November 2018;6,0;17,1
ALAGOAS;December 2018;5,0;17,6
ALAGOAS;January 2019;9,0;16,8
ALAGOAS;February 2019;8,0;16,6
ALAGOAS;March 2019;10,0;16,3
ALAGOAS;April 2019;6,0;17,0
ALAGOAS;May 2019;8,0;16,8
ALAGOAS;June 2019;7,0;17,0
ALAGOAS;July 2019;9,0;16,5
ALAGOAS;September 2019;9,0;16,6
AMAPÁ;May 2011;5,0;17,4
AMAZONAS;October 2010;6,0;17,3
AMAZONAS;November 2010;7,0;16,9
AMAZONAS;July 2011;6,0;17,1
AMAZONAS;August 2011;8,0;16,8
AMAZONAS;January 2012;5,0;17,5
AMAZONAS;April 2012;7,0;17,1
AMAZONAS;May 2012;7,0;16,8
AMAZONAS;June 2012;7,0;16,9
AMAZONAS;July 2012;5,0;17,3
AMAZONAS;September 2012;10,0;16,4
AMAZONAS;January 2013;6,0;17,3
AMAZONAS;March 2013;6,0;17,4
AMAZONAS;April 2013;6,0;17,3
AMAZONAS;April 2018;10,0;16,4
AMAZONAS;May 2018;10,0;16,4
AMAZONAS;June 2018;6,0;17,4
AMAZONAS;July 2018;8,0;16,6
AMAZONAS;August 2018;9,0;16,7
AMAZONAS;September 2018;9,0;16,7
AMAZONAS;December 2018;5,0;17,6
BAHIA;December 2009;8,0;16,8
BAHIA;January 2010;7,0;17,1
BAHIA;February 2010;7,0;17,0
BAHIA;March 2010;6,0;17,3
BAHIA;April 2010;10,0;16,3
BAHIA;May 2010;7,0;17,1
BAHIA;June 2010;10,0;16,6
BAHIA;July 2010;7,0;16,9
BAHIA;August 2010;7,0;16,9
BAHIA;September 2010;6,0;17,0
BAHIA;October 2010;10,0;16,5
BAHIA;November 2010;10,0;16,4
BAHIA;December 2010;9,0;16,6
BAHIA;January 2011;5,0;17,5
BAHIA;February 2011;10,0;16,5
BAHIA;March 2011;5,0;17,6
BAHIA;April 2011;8,0;16,9
BAHIA;May 2011;7,0;17,1
BAHIA;June 2011;10,0;16,4
BAHIA;July 2011;5,0;17,4
BAHIA;August 2011;6,0;17,2
BAHIA;September 2011;5,0;17,5
BAHIA;October 2011;8,0;16,9
BAHIA;November 2011;5,0;17,5
BAHIA;December 2011;8,0;16,7
BAHIA;January 2012;9,0;16,5
BAHIA;February 2012;6,0;17,2
BAHIA;March 2012;10,0;16,6
BAHIA;April 2012;8,0;16,8
BAHIA;May 2012;7,0;16,9
BAHIA;June 2012;10,0;16,4
BAHIA;July 2012;8,0;16,7
BAHIA;August 2012;10,0;16,5
BAHIA;December 2012;8,0;16,7
BAHIA;January 2013;9,0;16,5
BAHIA;April 2013;8,0;16,7
BAHIA;May 2013;10,0;16,6
BAHIA;June 2013;10,0;16,6
BAHIA;July 2013;8,0;16,6
BAHIA;August 2013;9,0;16,7
BAHIA;February 2018;5,0;17,5
BAHIA;March 2018;10,0;16,6
BAHIA;April 2018;6,0;17,4
BAHIA;May 2018;7,0;17,0
BAHIA;June 2018;9,0;16,7
BAHIA;July 2018;6,0;17,4
BAHIA;August 2018;7,0;16,8
BAHIA;September 2018;7,0;17,1
BAHIA;October 2018;6,0;17,3
BAHIA;November 2018;6,0;17,1
BAHIA;December 2018;5,0;17,4
BAHIA;January 2019;6,0;17,2
BAHIA;February 2019;6,0;17,2
BAHIA;March 2019;6,0;17,1
BAHIA;April 2019;9,0;16,7
BAHIA;May 2019;5,0;17,4
BAHIA;June 2019;5,0;17,4
BAHIA;July 2019;10,0;16,3
BAHIA;August 2019;7,0;16,8
BAHIA;September 2019;6,0;17,3
BAHIA;October 2019;9,0;16,5
BAHIA;November 2019;10,0;16,3
CEARÁ;December 2009;7,0;16,8
CEARÁ;January 2010;8,0;16,9
CEARÁ;February 2010;7,0;17,0
CEARÁ;March 2010;6,0;17,3
CEARÁ;April 2010;6,0;17,1
CEARÁ;May 2010;9,0;16,5
CEARÁ;June 2010;6,0;17,3
CEARÁ;July 2010;6,0;17,2
CEARÁ;August 2010;9,0;16,6
CEARÁ;September 2010;8,0;16,7
CEARÁ;October 2010;5,0;17,3
CEARÁ;November 2010;10,0;16,5
CEARÁ;December 2010;5,0;17,3
CEARÁ;January 2011;9,0;16,6
CEARÁ;February 2011;10,0;16,5
CEARÁ;March 2011;10,0;16,4
CEARÁ;April 2011;5,0;17,4
CEARÁ;May 2011;7,0;17,1
CEARÁ;June 2011;6,0;17,1
CEARÁ;August 2011;8,0;16,7
CEARÁ;January 2012;8,0;16,7
CEARÁ;May 2012;9,0;16,5
CEARÁ;June 2012;5,0;17,3
CEARÁ;July 2012;8,0;16,6
CEARÁ;August 2012;5,0;17,5
CEARÁ;September 2012;7,0;17,1
CEARÁ;October 2012;7,0;17,1
CEARÁ;November 2012;8,0;16,7
CEARÁ;February 2013;8,0;16,9
CEARÁ;April 2018;6,0;17,3
CEARÁ;May 2018;9,0;16,7
CEARÁ;June 2018;5,0;17,3
CEARÁ;July 2018;5,0;17,3
CEARÁ;August 2018;7,0;16,9
CEARÁ;September 2018;7,0;17,0
CEARÁ;October 2018;8,0;16,9
CEARÁ;November 2018;10,0;16,5
CEARÁ;December 2018;10,0;16,4
CEARÁ;January 2019;5,0;17,3
CEARÁ;February 2019;7,0;17,1
CEARÁ;March 2019;6,0;17,1
CEARÁ;May 2019;9,0;16,4
CEARÁ;July 2019;8,0;16,6
CEARÁ;September 2019;7,0;17,1
DIST FEDERAL;December 2009;7,0;16,9
DIST FEDERAL;January 2010;7,0;16,8
DIST FEDERAL;February 2010;5,0;17,6
DIST FEDERAL;March 2010;9,0;16,6
DIST FEDERAL;April 2010;7,0;16,8
DIST FEDERAL;May 2010;9,0;16,5
DIST FEDERAL;June 2010;9,0;16,6
DIST FEDERAL;July 2010;5,0;17,4
DIST FEDERAL;August 2010;8,0;16,6
DIST FEDERAL;September 2010;8,0;16,7
DIST FEDERAL;October 2010;10,0;16,4
DIST FEDERAL;November 2010;6,0;17,0
DIST FEDERAL;December 2010;5,0;17,6
DIST FEDERAL;January 2011;5,0;17,6
DIST FEDERAL;February 2011;7,0;17,0
DIST FEDERAL;March 2011;9,0;16,7
DIST FEDERAL;April 2011;9,0;16,6
DIST FEDERAL;May 2011;6,0;17,2
DIST FEDERAL;June 2011;9,0;16,5
DIST FEDERAL;July 2011;8,0;16,9
DIST FEDERAL;August 2011;7,0;17,0
DIST FEDERAL;September 2011;9,0;16,6
DIST FEDERAL;October 2011;9,0;16,6
DIST FEDERAL;November 2011;10,0;16,6
DIST FEDERAL;December 2011;10,0;16,4
DIST FEDERAL;January 2012;9,0;16,4
DIST FEDERAL;February 2012;7,0;17,0
DIST FEDERAL;March 2012;8,0;16,9
DIST FEDERAL;April 2012;10,0;16,4
DIST FEDERAL;May 2012;6,0;17,2
DIST FEDERAL;June 2012;5,0;17,4
DIST FEDERAL;July 2012;9,0;16,7
DIST FEDERAL;August 2012;10,0;16,4
DIST FEDERAL;November 2012;6,0;17,4
DIST FEDERAL;December 2012;8,0;16,9
DIST FEDERAL;March 2018;9,0;16,7
DIST FEDERAL;April 2018;8,0;16,8
DIST FEDERAL;May 2018;8,0;16,6
DIST FEDERAL;June 2018;6,0;17,1
DIST FEDERAL;July 2018;9,0;16,7
DIST FEDERAL;August 2018;6,0;17,2
DIST FEDERAL;September 2018;5,0;17,5
DIST FEDERAL;October 2018;7,0;16,9
DIST FEDERAL;November 2018;9,0;16,5
DIST FEDERAL;December 2018;8,0;16,7
DIST FEDERAL;January 2019;10,0;16,4
DIST FEDERAL;May 2019;10,0;16,6
ESPÍRITO SANTO;December 2009;6,0;17,2
ESPÍRITO SANTO;January 2010;9,0;16,5
ESPÍRITO SANTO;February 2010;9,0;16,4
ESPÍRITO SANTO;March 2010;10,0;16,3
ESPÍRITO SANTO;April 2010;7,0;17,0
ESPÍRITO SANTO;May 2010;9,0;16,4
ESPÍRITO SANTO;June 2010;10,0;16,6
ESPÍRITO SANTO;July 2010;6,0;17,3
ESPÍRITO SANTO;August 2010;9,0;16,7
ESPÍRITO SANTO;September 2010;10,0;16,4
ESPÍRITO SANTO;October 2010;5,0;17,6
ESPÍRITO SANTO;November 2010;6,0;17,1
ESPÍRITO SANTO;December 2010;5,0;17,6
ESPÍRITO SANTO;January 2011;9,0;16,5
ESPÍRITO SANTO;February 2011;6,0;17,0
ESPÍRITO SANTO;March 2011;9,0;16,4
ESPÍRITO SANTO;April 2011;7,0;16,9
ESPÍRITO SANTO;May 2011;10,0;16,6
ESPÍRITO SANTO;June 2011;7,0;16,8
ESPÍRITO SANTO;July 2011;5,0;17,6
ESPÍRITO SANTO;August 2011;9,0;16,5
ESPÍRITO SANTO;September 2011;5,0;17,3
ESPÍRITO SANTO;October 2011;5,0;17,3
ESPÍRITO SANTO;December 2011;7,0;17,0
ESPÍRITO SANTO;January 2012;9,0;16,7
ESPÍRITO SANTO;February 2012;6,0;17,3
ESPÍRITO SANTO;March 2012;5,0;17,3
ESPÍRITO SANTO;April 2012;9,0;16,7
ESPÍRITO SANTO;May 2012;8,0;16,9
ESPÍRITO SANTO;June 2012;10,0;16,3
ESPÍRITO SANTO;July 2012;8,0;16,6
ESPÍRITO SANTO;August 2012;6,0;17,2
ESPÍRITO SANTO;September 2012;5,0;17,4
ESPÍRITO SANTO;October 2012;9,0;16,6
ESPÍRITO SANTO;December 2012;9,0;16,7
ESPÍRITO SANTO;March 2013;10,0;16,6
ESPÍRITO SANTO;May 2013;6,0;17,1
ESPÍRITO SANTO;February 2018;10,0;16,3
ESPÍRITO SANTO;March 2018;5,0;17,6
ESPÍRITO SANTO;April 2018;7,0;16,9
ESPÍRITO SANTO;May 2018;6,0;17,3
ESPÍRITO SANTO;June 2018;6,0;17,3
ESPÍRITO SANTO;July 2018;9,0;16,7
ESPÍRITO SANTO;August 2018;7,0;17,0
ESPÍRITO SANTO;September 2018;7,0;17,0
ESPÍRITO SANTO;October 2018;9,0;16,6
ESPÍRITO SANTO;November 2018;5,0;17,5
ESPÍRITO SANTO;December 2018;6,0;17,3
ESPÍRITO SANTO;January 2019;10,0;16,4
ESPÍRITO SANTO;February 2019;9,0;16,5
ESPÍRITO SANTO;March 2019;10,0;16,6
ESPÍRITO SANTO;April 2019;6,0;17,3
ESPÍRITO SANTO;May 2019;7,0;17,1
ESTADO SÃO PAUL;December 2009;7,0;17,0
ESTADO SÃO PAUL;January 2010;6,0;17,1
ESTADO SÃO PAUL;February 2010;6,0;17,2
ESTADO SÃO PAUL;March 2010;10,0;16,3
ESTADO SÃO PAUL;April 2010;5,0;17,4
ESTADO SÃO PAUL;May 2010;6,0;17,1
ESTADO SÃO PAUL;June 2010;8,0;16,6
ESTADO SÃO PAUL;July 2010;5,0;17,6
ESTADO SÃO PAUL;August 2010;8,0;16,7
ESTADO SÃO PAUL;September 2010;5,0;17,4
ESTADO SÃO PAUL;October 2010;7,0;16,8
ESTADO SÃO PAUL;November 2010;10,0;16,4
ESTADO SÃO PAUL;December 2010;8,0;16,8
ESTADO SÃO PAUL;January 2011;10,0;16,3
ESTADO SÃO PAUL;February 2011;8,0;16,8
ESTADO SÃO PAUL;March 2011;5,0;17,4
ESTADO SÃO PAUL;April 2011;9,0;16,5
ESTADO SÃO PAUL;May 2011;6,0;17,1
ESTADO SÃO PAUL;June 2011;9,0;16,7
ESTADO SÃO PAUL;July 2011;8,0;16,7
ESTADO SÃO PAUL;August 2011;9,0;16,6
ESTADO SÃO PAUL;September 2011;7,0;16,9
ESTADO SÃO PAUL;October 2011;8,0;16,9
ESTADO SÃO PAUL;November 2011;6,0;17,3
ESTADO SÃO PAUL;December 2011;5,0;17,4
ESTADO SÃO PAUL;January 2012;9,0;16,7
ESTADO SÃO PAUL;February 2012;8,0;16,8
ESTADO SÃO PAUL;March 2012;5,0;17,3
ESTADO SÃO PAUL;April 2012;8,0;16,9
ESTADO SÃO PAUL;May 2012;9,0;16,5
ESTADO SÃO PAUL;June 2012;8,0;16,9
ESTADO SÃO PAUL;July 2012;5,0;17,3
ESTADO SÃO PAUL;August 2012;9,0;16,6
ESTADO SÃO PAUL;September 2012;6,0;17,2
ESTADO SÃO PAUL;October 2012;8,0;16,8
ESTADO SÃO PAUL;November 2012;9,0;16,7
